121.37567901611328,37.56462478637695,412020620
122.07158660888672,37.88548278808594,563194000
119.49816131591797,26.028789520263672,413550920
122.52721405029297,30.43593406677246,4132505
121.4578628540039,31.179506301879883,4132211
11.62833309173584,57.35933303833008,256074000
11.684880256652832,57.69139862060547,265902150
12.112500190734863,56.79986572265625,257207000
10.574674606323242,57.73869323730469,2190074
11.939310073852539,57.704673767089844,265547220
119.81625366210938,39.906700134277344,413872000
120.2826919555664,36.04502487182617,4131601
113.32893371582031,23.111835479736328,413762685
139.87142944335938,35.580482482910156,431301000
113.47899627685547,23.086833953857422,413901878
113.48226928710938,23.071687698364258,413470960
109.92948150634766,20.151384353637695,370009000
119.12100219726562,25.06166648864746,4132704

